id,srcLatitude,srcLongitude,destLatitude,destLongitude,distance,parent
14045,20.48,99.94,16.91,96.13,564.9279934,0
14046,-3.37,135.5,-2.58,140.52,564.8774925,0
14047,-7.27,-35.9,-9.36,-40.57,564.855702,0
14048,23.46,111.25,26.54,106.8,564.7353906,0
14049,40.52,22.97,35.53,24.15,564.7008247,0
14050,40.83,35.52,40.98,28.81,564.5467126,0
14051,32.31,-90.08,29.98,-95.34,564.5038099,0
14052,35.21,-80.94,33.56,-86.75,564.464486,0
14053,46.24,6.11,51.29,6.77,564.2879487,0
14054,-6.97,110.37,-8.75,115.17,564.2439999,0
14055,38.04,-87.53,33.64,-84.43,564.2028909,0
14056,48.69,9.22,43.81,11.21,564.1813636,0
14057,36.2,-95.89,38.75,-90.37,564.0870217,0
14058,39.12,117.35,41.38,123.29,564.0395193,0
14059,30.12,31.41,33.82,35.49,564.0179563,0
14060,-12.02,-77.11,-7.14,-78.49,564.0100276,0
14061,37.47,126.45,33.59,130.45,564.0029999,0
14062,52.17,20.97,56.92,23.97,563.9642562,0
14063,-30.86,30.34,-26.14,28.25,563.7817999,0
14064,38.48,106.01,40.85,111.82,563.7413494,0
14065,48.35,11.79,53.05,8.79,563.5946312,0
14066,53.35,-2.27,50.46,4.45,563.3489624,0
14067,39.86,-104.67,35.04,-106.61,563.2362509,0
14068,-43.21,-65.27,-38.72,-62.17,563.1815048,0
14069,63.46,10.92,59.65,17.92,563.0304294,0
14070,40.13,33,37.25,27.67,563.0151285,0
14071,43.56,2.29,41.92,8.8,562.6721547,0
14072,34.45,108.75,29.72,106.64,562.5804198,0
14073,29.99,-90.26,35.04,-89.98,562.5769572,0
14074,46.79,-71.39,48.78,-64.48,562.3918554,0
14075,51.15,-0.19,54.66,-6.22,562.382976,0
14076,46.35,-87.4,42.21,-83.35,562.3072646,0
14077,45.47,-73.74,45.87,-66.54,562.1032635,0
14078,69.23,-51.05,64.19,-51.68,562.0217104,0
14079,47.46,8.55,52.46,9.69,562.0099421,0
14080,22.01,113.38,24.54,118.13,561.9750681,0
14081,45.51,12.35,40.9,9.52,561.9345945,0
14082,25.57,-103.41,20.52,-103.31,561.7652891,0
14083,37,14.61,41.8,12.59,561.7022361,0
14084,40.08,116.58,40.56,110,561.6270763,0
14085,32.63,-115.24,29.1,-111.05,561.548,0
14086,15.48,44.22,14.66,49.38,561.4109247,0
14087,47.59,7.53,52.31,4.76,561.2949535,0
14088,44.88,-93.22,41.79,-87.75,561.1066702,0
14089,43.68,-79.63,48.57,-81.38,560.9529132,0
14090,31.74,118.86,34.52,113.84,560.9152957,0
14091,48.69,9.22,45.22,14.57,560.8657056,0
14092,27.98,34.39,30.92,29.7,560.7907586,0
14093,31.78,117.3,28.19,113.22,560.6809151,0
14094,-17.04,15.68,-12.48,13.49,560.3350451,0
14095,66.59,66.61,63.11,75.16,560.2039283,0
14096,22.61,108.17,22.15,113.59,560.0710583,0
14097,31.86,23.91,30.92,29.7,560.0221432,0
14098,-5.64,143.9,-9.44,147.22,559.8968351,0
14099,27.22,56.38,31.9,54.28,559.8885321,0
14100,24.8,118.59,23.39,113.3,559.8701195,0
14101,-26.14,28.25,-21.16,27.47,559.7797449,0
14102,43.68,-79.63,40.69,-74.17,559.7428796,0
14103,40.13,33,39.71,39.53,559.5728417,0
14104,40.08,116.58,39.85,110.03,559.5244115,0
14105,40,-82.89,35.21,-80.94,559.5005302,0
14106,-8.86,13.23,-4.25,15.25,559.34303,0
14107,40.79,-111.98,45.78,-111.16,559.2426156,0
14108,8.62,-71.67,10.6,-66.99,559.0388543,0
14109,40.13,33,40.14,26.43,558.9904609,0
14110,35.02,110.99,30.78,114.21,558.9075108,0
14111,-5.66,132.73,-3.71,128.09,558.8868817,0
14112,5.62,-67.61,10.6,-66.99,558.7532642,0
14113,43.68,-79.63,39.18,-76.67,558.7351049,0
14114,43.68,-79.63,39.87,-75.24,558.70605,0
14115,14.06,-87.22,9.99,-84.21,558.7021115,0
14116,52.56,13.29,48.78,8.08,558.5859786,0
14117,-17.82,25.82,-17.93,31.09,558.3930321,0
14118,33.43,-112.01,31.81,-106.38,558.3663144,0
14119,45.73,5.09,50.56,3.09,558.3515583,0
14120,50.35,30.89,48.07,37.74,558.3213769,0
14121,42.43,14.18,39.25,9.05,558.2779226,0
14122,32.56,119.72,30.78,114.21,557.9354819,0
14123,41.67,44.95,43.86,51.09,557.6813504,0
14124,57.77,11.87,54.38,18.47,557.5947138,0
14125,45.63,8.73,40.63,8.29,557.4633091,0
14126,36.27,120.37,37.47,126.45,557.3992973,0
14127,52.03,113.31,49.2,119.83,557.3806955,0
14128,-20.47,-54.67,-15.65,-56.12,557.3527821,0
14129,55.74,9.15,60.29,5.22,557.3245376,0
14130,43.68,-79.63,38.94,-77.46,557.2499953,0
14131,51.11,-114.02,55.18,-118.89,557.0333838,0
14132,58.88,5.64,55.62,12.66,557.0010078,0
14133,15.41,108.71,10.82,106.65,556.988517,0
14134,-9.44,147.22,-6.36,143.24,556.9868214,0
14135,47.46,8.55,51.13,13.77,556.9173383,0
14136,39.78,116.39,35.05,118.41,556.7100867,0
14137,11.55,43.16,8.98,38.8,556.5945026,0
14138,38.27,109.73,34.52,113.84,556.5610374,0
14139,39.5,-119.77,36.08,-115.15,556.4846411,0
14140,40.66,-89.69,42.21,-83.35,556.4065503,0
14141,-18.1,25.84,-17.93,31.09,556.3994887,0
14142,34.65,-112.42,33.94,-118.41,556.3344226,0
14143,-23.01,-47.13,-22.34,-41.77,556.2789082,0
14144,52.56,13.29,51.45,5.37,556.1786115,0
14145,30.27,56.95,32.75,51.86,556.0961793,0
14146,53.63,9.99,48.78,8.08,556.0807928,0
14147,51.57,0.7,55.95,-3.37,556.0370192,0
14148,51.84,-8.49,51.48,-0.46,555.9938816,0
14149,6.99,158.21,5.36,162.96,555.9098485,0
14150,13.41,103.81,16.04,108.2,555.7491406,0
14151,12.13,15.03,7.36,13.56,555.712838,0
14152,9.13,99.14,13.91,100.61,555.6899731,0
14153,48.11,16.57,46.79,23.69,555.6622178,0
14154,30.7,51.55,35.69,51.31,555.651254,0
14155,69.68,18.92,68.78,32.75,555.3383248,0
14156,40.13,33,35.15,33.5,555.2961349,0
14157,51.48,-0.46,55.87,-4.43,554.8163193,0
14158,46.24,6.11,44.83,-0.72,554.8041253,0
14159,-8.86,13.23,-4.39,15.44,554.6978876,0
14160,5.3,100.28,1.64,103.67,554.6465853,0
14161,31.2,121.34,32.9,115.82,554.1335405,0
14162,-6.12,-50,-1.38,-48.48,554.0051818,0
14163,45.83,13.47,40.89,14.29,553.9612111,0
14164,20.82,106.72,16.04,108.2,553.8411216,0
14165,45.59,-122.6,43.56,-116.22,553.400922,0
14166,-17.8,-63.17,-16.51,-68.19,553.3200933,0
14167,52.56,13.29,47.99,10.24,553.0411673,0
14168,-17.64,-63.14,-16.51,-68.19,552.5611846,0
14169,-18.88,-48.23,-23.63,-46.66,552.5434287,0
14170,48.69,9.22,53.63,9.99,552.4751152,0
14171,37.06,-88.77,41.98,-87.9,552.4605624,0
14172,50.38,124.12,45.62,126.25,552.211083,0
14173,51.87,-0.37,51.52,7.61,552.0992033,0
14174,41.98,-87.9,40.92,-81.44,552.0366776,0
14175,25.04,-77.47,22.99,-82.41,551.9024289,0
14176,-12.91,-38.33,-13.26,-43.41,551.7932581,0
14177,24.8,118.59,22.31,113.91,551.5561561,0
14178,43.12,-77.67,42.36,-71.01,551.4875875,0
14179,32.92,129.91,34.79,135.44,551.4188899,0
14180,59.35,17.94,56.3,10.62,551.3725036,0
14181,64.58,16.83,59.65,17.92,551.2936799,0
14182,33.68,-117.87,37.36,-121.93,551.1256931,0
14183,51.89,0.24,56.45,-3.03,550.9936166,0
14184,40.66,-89.69,44.88,-93.22,550.9046342,0
14185,25.78,-100.11,20.99,-101.48,550.7600758,0
14186,52.68,1.28,57.2,-2.2,550.7422828,0
14187,29.54,52.59,25.33,55.52,550.6908786,0
14188,36.27,120.37,38.28,114.7,550.5820866,0
14189,59.65,17.92,57.09,9.85,550.5336353,0
14190,33.66,-101.82,30.19,-97.67,550.4452622,0
14191,39.78,116.39,40.56,110,550.4192547,0
14192,31.8,130.72,34.79,135.44,550.3738282,0
14193,29.54,52.59,25.25,55.36,550.2661205,0
14194,29.83,121.46,28.87,115.9,550.1453824,0
14195,-8.13,-34.92,-3.85,-32.42,550.1116004,0
14196,38.75,-90.37,41.3,-95.89,550.0363304,0
14197,52.17,20.97,48.11,16.57,549.7113337,0
14198,45.73,5.09,41.3,2.08,549.7010231,0
14199,47.67,9.51,42.76,10.24,549.5713946,0
14200,43.63,1.36,48.07,-1.73,549.5255916,0
14201,60.29,5.22,57.2,-2.2,549.4347959,0
14202,26.88,100.23,21.97,100.76,549.014962,0
14203,25.99,63.03,23.59,58.28,548.5488522,0
14204,26.88,100.23,30.58,103.95,548.2091872,0
14205,-5.06,119.55,-8.76,116.28,548.0197365,0
14206,49.21,-2.2,53.42,-6.27,547.9923028,0
14207,57.19,65.32,62.11,65.62,547.888321,0
14208,55.62,12.66,59.65,17.92,547.6873963,0
14209,32.31,-90.08,33.64,-84.43,547.630698,0
14210,49.96,-119.38,53.31,-113.58,547.5678101,0
14211,48.11,16.57,52.56,13.29,547.3832618,0
14212,-23.48,-52.02,-23.63,-46.66,547.2538942,0
14213,34.21,134.02,35.55,139.78,546.9821758,0
14214,27.93,-15.39,32.7,-16.77,546.9620676,0
14215,48.11,16.57,48.69,9.22,546.8771904,0
14216,38.77,34.53,40.98,28.81,546.8067314,0
14217,39.55,2.73,40.49,-3.57,546.6551214,0
14218,52.56,13.29,54.89,20.59,546.6150978,0
14219,64.55,18.72,59.65,17.92,546.5489653,0
14220,34.76,133.86,35.55,139.78,546.3781681,0
14221,44.11,15.35,48.35,11.79,546.3116568,0
14222,-7.15,-34.95,-3.78,-38.53,546.2172786,0
14223,17.45,78.47,15.38,73.83,546.0750984,0
14224,48.61,-68.21,45.47,-73.74,546.0414722,0
14225,-32.13,133.71,-34.95,138.53,546.0264204,0
14226,40.49,-80.23,40.64,-73.78,545.9954047,0
14227,43.63,-79.4,38.94,-77.46,545.8982657,0
14228,34.79,-1.92,33.37,-7.59,545.7490897,0
14229,53.9,-166.54,52.22,-174.21,545.7075573,0
14230,47.79,13,50.87,7.14,545.7008528,0
14231,4.87,31.6,0.04,32.44,545.6372779,0
14232,4.19,73.53,-0.69,73.16,545.3055784,0
14233,18.81,100.78,13.91,100.61,545.1769177,0
14234,-7.52,110.76,-2.71,111.67,545.0025493,0
14235,50.1,14.26,51.29,6.77,544.7087022,0
14236,12.14,-86.17,14.58,-90.53,544.7009158,0
14237,45.4,10.89,50.03,8.54,544.5169969,0
14238,43.81,11.21,41.14,16.76,544.4551656,0
14239,43.44,5.21,43.47,-1.52,544.4193079,0
14240,54.91,8.34,50.03,8.54,544.0776718,0
14241,35.62,-0.62,32.38,3.79,544.069573,0
14242,48.54,7.63,43.66,7.22,544.0656597,0
14243,40,-82.89,36.12,-86.68,544.0400537,0
14244,33.68,-117.87,33.43,-112.01,543.9217006,0
14245,40.13,33,37.73,38.47,543.8904267,0
14246,37.62,-122.37,33.94,-118.41,543.8258247,0
14247,51.51,0.06,55.95,-3.37,543.779335,0
14248,9.07,-79.38,6.16,-75.42,543.6451097,0
14249,9.07,-79.38,10.89,-74.78,543.5965731,0
14250,50.03,8.54,45.73,5.09,543.5953353,0
14251,-13.79,33.78,-17.93,31.09,543.5081189,0
14252,40.13,33,38.29,27.16,543.3985815,0
14253,37.72,-122.22,33.94,-118.41,543.3806418,0
14254,39.78,116.39,39.85,110.03,543.3796678,0
14255,24.62,73.9,28.57,77.1,543.18161,0
14256,51.15,-0.19,54.62,-5.87,543.0217185,0
14257,22.64,113.81,24.8,118.59,542.9910124,0
14258,35.88,-78.79,39.87,-75.24,542.8901675,0
14259,28.37,36.62,30.12,31.41,542.7521071,0
14260,24.54,118.13,29.34,117.18,541.9266883,0
14261,49.5,11.07,52.31,4.76,541.8550133,0
14262,25.04,-77.47,22.38,-73.01,541.7796159,0
14263,40,-82.89,39.18,-76.67,541.674504,0
14264,45.45,9.28,40.63,8.29,541.6564691,0
14265,29.72,106.64,25.09,104.96,541.59697,0
14266,36.27,120.37,41.1,121.06,541.4739097,0
14267,-15.65,-56.12,-12.69,-60.1,541.3307462,0
14268,45.2,7.65,50.03,8.54,541.2650579,0
14269,48.35,11.79,43.62,13.36,541.182189,0
14270,43.63,-79.4,40.69,-74.17,541.0790804,0
14271,25.79,-80.29,30.49,-81.69,540.8744197,0
14272,-6.13,106.66,-3.86,102.34,540.8095672,0
14273,36.27,120.37,40.03,124.29,540.7038917,0
14274,52.17,20.97,47.44,19.26,540.4932778,0
14275,29.23,47.97,32.75,51.86,540.1886045,0
14276,47.46,8.55,42.76,10.24,540.1793572,0
14277,39.87,-75.24,44.47,-73.15,540.1690442,0
14278,22.01,113.38,22.61,108.17,539.9998544,0
14279,38.17,-85.74,35.21,-80.94,539.9740736,0
14280,43.43,-3.82,41.3,2.08,539.9739229,0
14281,-17.88,15.95,-22.61,17.08,539.8960899,0
14282,39.05,-84.67,35.21,-80.94,539.840776,0
14283,41.8,12.25,37.47,15.07,539.7570002,0
14284,12.63,53.91,14.66,49.38,539.7113863,0
14285,9.99,-84.21,9.07,-79.38,539.5086017,0
14286,51.89,0.24,55.87,-4.43,539.2242012,0
14287,35.69,51.31,31.34,48.76,539.129796,0
14288,19.16,-98.37,20.52,-103.31,538.9806916,0
14289,40.19,-76.76,42.36,-71.01,538.891723,0
14290,31.2,121.34,29.73,115.98,538.8499706,0
14291,5.3,100.28,5.52,95.42,538.7099702,0
14292,36.27,120.37,40.08,116.58,538.6875736,0
14293,21.18,81.74,17.45,78.47,538.6593938,0
14294,39.87,-75.24,40.92,-81.44,538.394669,0
14295,39.55,2.73,36.84,-2.37,538.3479987,0
14296,51.89,0.24,49.95,7.26,538.3323142,0
14297,-25.94,27.93,-29.97,30.95,538.2967655,0
14298,49.61,-115.78,49.19,-123.18,538.2577015,0
14299,40.98,28.81,37.94,23.94,538.2551908,0
14300,-28.16,153.5,-32.78,151.83,538.2481149,0
14301,40.49,-80.23,40.78,-73.87,538.2121961,0
14302,-18.88,-48.23,-23.43,-46.47,538.1414064,0
14303,-23.01,-47.13,-27.67,-48.55,538.0968106,0
14304,43.81,11.21,39.25,9.05,538.0849644,0
14305,47.15,-1.61,45.73,5.09,538.0519885,0
14306,26.47,49.8,24.43,54.65,537.9322447,0
14307,41.98,-87.9,44.88,-93.22,537.7351203,0
14308,22.9,-102.69,19.44,-99.07,537.7171339,0
14309,-31.94,115.97,-30.79,121.46,537.7067624,0
14310,36.85,10.23,32.66,13.16,537.6810547,0
14311,45.47,-73.74,40.64,-73.78,537.6775234,0
14312,45.51,12.35,40.89,14.29,537.6585452,0
14313,27.4,89.42,22.65,88.45,537.6257704,0
14314,50.64,36.59,55.41,37.91,537.5940876,0
14315,50.22,-66.27,46.79,-71.39,537.5438889,0
14316,-9.44,147.22,-6.15,143.66,537.5122672,0
14317,31.14,121.81,35.05,118.41,537.4014787,0
14318,37.65,-97.43,32.85,-96.85,537.1604372,0
14319,37.36,-121.93,34.06,-117.6,537.0721042,0
14320,-43.21,-65.27,-41.15,-71.16,536.9915131,0
14321,25.04,-77.47,28.43,-81.31,536.9531761,0
14322,16.56,104.76,13.68,100.75,536.9210553,0
14323,50.9,4.48,53.35,-2.27,536.5660525,0
14324,43.66,7.22,45.86,1.18,536.5085846,0
14325,43.63,1.36,40.49,-3.57,536.4943268,0
14326,34.64,-86.78,35.21,-80.94,536.0889172,0
14327,40.49,-3.57,44.83,-0.72,535.9490567,0
14328,9.13,99.14,13.68,100.75,535.9292086,0
14329,8.29,-62.76,6.5,-58.25,535.7923787,0
14330,46.69,-68.04,42.36,-71.01,535.6049377,0
14331,0.51,-76.5,4.7,-74.15,535.384857,0
14332,51.48,-0.46,50.87,7.14,535.1036867,0
14333,15.97,48.79,12.83,45.03,534.9167849,0
14334,-7.38,112.79,-2.71,111.67,534.7364647,0
14335,24.54,118.13,22.15,113.59,534.7036962,0
14336,-25.53,-49.18,-29.99,-51.17,534.5134164,0
14337,43.62,13.36,40.63,8.29,534.4470747,0
14338,56.74,60.8,61.32,63.6,534.0965314,0
14339,28.19,113.22,23.39,113.3,533.9340873,0
14340,-17.04,15.68,-12.4,16.95,533.9189007,0
14341,16.91,96.13,21.7,95.98,533.9161766,0
14342,6.78,47.45,11.28,49.15,533.7943441,0
14343,44.88,-93.22,40.85,-96.76,533.4631466,0
14344,51.48,-0.46,55.95,-3.37,533.4615934,0
14345,35.04,-89.98,33.64,-84.43,533.423564,0
14346,-25.6,-54.49,-25.53,-49.18,533.371919,0
14347,51.84,-8.49,49.21,-2.2,533.3132657,0
14348,38.85,-77.04,35.21,-80.94,533.2788256,0
14349,41.38,123.29,46.08,122.02,533.1037986,0
14350,42.16,-76.89,42.21,-83.35,532.9994224,0
14351,55.53,13.37,59.65,17.92,532.9781446,0
14352,18.44,-66,16.27,-61.53,532.9770904,0
14353,45.47,-73.74,40.69,-74.17,532.9339948,0
14354,49.91,-97.24,50.43,-104.67,532.6588537,0
14355,46.24,6.11,50.9,4.48,532.6438661,0
14356,54.63,25.29,59.41,24.83,532.6307765,0
14357,22.61,108.17,23.39,113.3,532.4229692,0
14358,-7.79,110.43,-8.75,115.17,532.4068729,0
14359,26.21,109.04,23.39,113.3,532.2731763,0
14360,34.55,119.25,38.97,121.54,532.1568707,0
14361,34.99,-78.88,33.64,-84.43,531.8553073,0
14362,45.54,4.3,42.55,9.48,531.8383521,0
14363,42.7,23.41,37.94,23.94,531.625309,0
14364,50.95,-1.36,46.18,-1.2,531.1523925,0
14365,31.49,120.43,36.27,120.37,531.1150352,0
14366,8.29,-62.76,10.6,-66.99,531.1040527,0
14367,45.51,12.35,50.1,14.26,531.009579,0
14368,37.62,-122.37,42.37,-122.87,530.9651447,0
14369,45.74,16.07,42.57,21.04,530.8887485,0
14370,52.56,13.29,47.79,13,530.8828726,0
14371,43.68,10.39,48.35,11.79,530.7985573,0
14372,27.98,-82.53,30.47,-87.19,530.6768578,0
14373,50.1,14.26,48.66,21.24,530.6363921,0
14374,6.16,-75.42,10.89,-74.78,530.6291934,0
14375,9.33,-75.29,4.7,-74.15,530.571967,0
14376,49.21,7.11,53.63,9.99,530.5559226,0
14377,40.9,9.52,45.63,8.73,530.5395447,0
14378,50.56,3.09,46.24,6.11,530.4738552,0
14379,35.69,51.31,39.6,47.88,530.3812694,0
14380,53.35,-2.27,49.45,2.11,530.2812758,0
14381,37.65,-97.43,32.9,-97.04,530.2385435,0
14382,11.55,104.84,13.91,100.61,530.0739334,0
14383,-8.38,-74.57,-3.78,-73.31,530.0613472,0
14384,45.2,7.65,41.8,12.25,530.0051799,0
14385,41.41,19.72,37.94,23.94,529.9398794,0
14386,30.49,-81.69,35.21,-80.94,529.9248988,0
14387,52.56,13.29,50.08,19.78,529.7660954,0
14388,21.68,39.16,18.24,42.66,529.71858,0
14389,47.84,106.77,49.66,100.1,529.6429566,0
14390,45.32,-75.67,40.69,-74.17,529.5962595,0
14391,55.97,21.09,55.62,12.66,529.5543868,0
14392,24.54,118.13,28.87,115.9,529.4845883,0
14393,58.59,16.25,60.32,24.96,529.3436624,0
14394,35.56,45.31,35.42,51.15,529.3091505,0
14395,30.23,120.43,32.9,115.82,529.2833445,0
14396,28.38,70.28,31.52,74.4,529.2803588,0
14397,12.99,80.18,17.45,78.47,529.2536977,0
14398,52.45,-1.75,57.2,-2.2,529.2486694,0
14399,26.54,106.8,30.58,103.95,529.1657708,0
14400,25.08,121.23,29.83,121.46,529.0424558,0
14401,32.85,-96.85,36.53,-93.2,529.0327832,0
14402,35.88,-78.79,40.49,-80.23,528.8615914,0
14403,51.89,0.24,54.66,-6.22,528.8352458,0
14404,48.11,16.57,47.49,9.56,528.7206758,0
14405,53.11,45.02,55.41,37.91,528.6626907,0
14406,42.76,10.24,47.49,9.56,528.5601513,0
14407,-17.7,168.32,-22.01,166.21,528.5045152,0
14408,35.21,-80.94,36.12,-86.68,528.4137178,0
14409,59.04,-158.51,61.17,-150,528.2896646,0
14410,33.43,-112.01,35.04,-106.61,528.2867944,0
14411,45.73,5.09,43.81,11.21,528.1958699,0
14412,18.27,99.5,13.68,100.75,527.8813385,0
14413,41.73,-71.42,39.18,-76.67,527.8192321,0
14414,49.01,2.55,44.83,-0.72,527.7774895,0
14415,35.69,51.31,38.13,46.24,527.5605965,0
14416,42.95,-87.9,41.41,-81.85,527.2588293,0
14417,37.15,-94.5,32.9,-97.04,527.1343924,0
14418,34.63,135.22,32.92,129.91,527.1304691,0
14419,36.95,37.48,40.13,33,527.0043843,0
14420,-12.79,143.31,-16.89,145.76,526.9042104,0
14421,52.18,-113.89,56.65,-111.22,526.887937,0
14422,45.32,-75.67,40.78,-73.87,526.5723171,0
14423,-15.87,-47.92,-12.08,-45,526.4004725,0
14424,6.17,102.29,1.64,103.67,526.3771101,0
14425,46.24,6.11,41.92,8.8,526.3027099,0
14426,43.58,3.96,47.59,7.53,526.0836122,0
14427,28.05,9.64,31.67,6.14,526.0817842,0
14428,26.82,75.81,23.08,72.63,526.0639188,0
14429,29.1,-111.05,31.64,-106.43,526.050989,0
14430,29.34,120.03,24.8,118.59,526.0135215,0
14431,40.52,22.97,44.82,20.31,525.7145761,0
14432,24.91,92.98,22.65,88.45,525.5823973,0
14433,34.79,135.44,37.23,140.43,525.3354431,0
14434,37.62,-122.37,34.2,-118.36,525.2133843,0
14435,39.49,-0.48,37.42,-5.89,525.0345363,0
14436,10.71,122.55,7.13,125.65,525.0282232,0
14437,51.38,-2.72,52.31,4.76,524.8524611,0
14438,53.33,-2.85,52.31,4.76,524.7538021,0
14439,17.2,104.12,13.91,100.61,524.6707056,0
14440,34.63,135.22,31.8,130.72,524.5093924,0
14441,48.73,2.36,44.17,0.59,524.3326058,0
14442,25.45,82.86,27.16,77.96,524.2507629,0
14443,-19.63,-43.97,-23.63,-46.66,524.1821903,0
14444,37.72,-122.22,34.2,-118.36,524.0367825,0
14445,28.37,36.62,24.55,39.71,524.0039227,0
14446,38.94,-77.46,41.94,-72.68,523.9671373,0
14447,52.17,20.97,52.56,13.29,523.8974637,0
14448,53.89,-122.68,49.19,-123.18,523.7861688,0
14449,-21.13,-47.77,-16.63,-49.22,523.7310992,0
14450,49.91,-97.24,53.97,-101.09,523.625885,0
14451,47.46,8.55,46.99,15.44,523.5436506,0
14452,47.46,8.55,52.13,7.68,523.4594306,0
14453,41.8,12.25,46.46,11.33,523.4183878,0
14454,38.94,-77.46,42.75,-73.8,523.3592585,0
14455,51.43,12.24,52.31,4.76,523.1598306,0
14456,40.9,29.31,40.83,35.52,523.0609765,0
14457,40.08,116.58,36.25,113.13,523.0490736,0
14458,55.04,-1.69,52.31,4.76,522.9740069,0
14459,36.27,120.37,31.74,118.86,522.5103938,0
14460,45.47,-73.74,40.78,-73.87,522.475218,0
14461,41.3,2.08,36.69,3.22,522.0055167,0
14462,33.43,-112.01,34.06,-117.6,521.9519371,0
14463,52.17,20.97,50.1,14.26,521.8677262,0
14464,32.92,129.91,34.43,135.24,521.8638178,0
14465,51.84,-8.49,55.87,-4.43,521.7802847,0
14466,16.53,80.8,12.95,77.67,521.7412034,0
14467,-16.51,-68.19,-13.54,-71.94,521.56526,0
14468,-1.32,36.93,0.04,32.44,521.5395041,0
14469,41.98,-87.9,38.04,-84.61,521.1721015,0
14470,45.62,126.25,50.25,127.3,520.8566956,0
14471,-3.38,-64.72,-3.04,-60.05,520.8489941,0
14472,-8.49,119.89,-8.75,115.17,520.4288849,0
14473,40.15,44.4,43.45,39.96,520.4119907,0
14474,28.88,64.4,24.91,67.16,520.1278521,0
14475,12.99,80.18,10.16,76.39,520.1269534,0
14476,38.14,140.92,42.78,141.69,520.0911183,0
14477,-30.49,136.88,-34.95,138.53,519.9919798,0
14478,51.29,6.77,55.74,9.15,519.9313646,0
14479,-18.8,47.48,-15,50.32,519.8211821,0
14480,32.85,-96.85,35.22,-101.71,519.8099737,0
14481,53.87,-1.66,49.21,-2.2,519.7514536,0
14482,29.73,118.26,28.19,113.22,519.7146195,0
14483,-12.81,15.76,-8.86,13.23,519.4055921,0
14484,-41.44,-73.09,-36.77,-73.06,519.3589015,0
14485,39.49,-0.48,43.43,-3.82,519.2709103,0
14486,38.85,-77.04,40,-82.89,519.2679358,0
14487,66.52,-86.22,64.3,-96.08,519.2567007,0
14488,51.11,-114.02,52.17,-106.7,519.2354636,0
14489,40.08,116.58,35.42,116.53,519.0240902,0
14490,40.52,22.97,44.57,26.1,519.0129272,0
14491,45.65,12.19,50.1,14.26,519.0021947,0
14492,40.19,140.37,35.55,139.78,518.9993312,0
14493,51.87,-0.37,55.87,-4.43,518.752806,0
14494,-22.49,17.46,-26.69,15.24,518.7128624,0
14495,-23.01,-47.13,-22.92,-42.07,518.6769898,0
14496,-23.38,150.48,-27.38,153.12,518.6713008,0
14497,38.17,-85.74,33.64,-84.43,518.6041525,0
14498,38.14,140.92,34.86,136.81,518.385459,0
14499,10.56,-71.73,10.6,-66.99,518.3211814,0
14500,9.74,118.76,5.94,116.05,518.1350721,0
14501,38.94,-77.46,35.21,-80.94,517.9807938,0
14502,27.79,99.68,30.58,103.95,517.9181583,0
14503,18.58,73.92,23.08,72.63,517.8598867,0
14504,45.73,5.09,41.92,8.8,517.6967529,0
14505,52.56,13.29,48.69,9.22,517.6452417,0
14506,55.62,12.66,60.19,11.1,517.5547626,0
14507,-39.01,174.18,-43.49,172.53,517.4041963,0
14508,17.99,102.56,13.68,100.75,517.3284379,0
14509,35.05,118.41,38.97,121.54,517.2548604,0
14510,56.85,105.72,52.27,104.39,517.1261124,0
14511,3.33,117.57,-1.27,116.89,516.8435791,0
14512,43.1,12.51,39.25,9.05,516.7971164,0
14513,42.43,14.18,45.45,9.28,516.7499308,0
14514,-22.36,143.09,-19.25,146.77,516.176993,0
14515,47.46,8.55,51.43,12.24,516.1709053,0
14516,-22.02,35.31,-25.92,32.57,516.087731,0
14517,-9.44,147.22,-5.83,144.3,515.833706,0
14518,-23.43,-46.47,-27.67,-48.55,515.8137834,0
14519,34.27,-77.9,38.85,-77.04,515.7465998,0
14520,-1.32,36.93,3.12,35.61,515.6265513,0
14521,-1.67,29.24,0.52,25.16,515.615719,0
14522,37.75,112.63,39.72,118,515.6023563,0
14523,49.01,2.55,48.45,-4.42,515.5289971,0
14524,-5.06,119.55,-1.27,116.89,515.371887,0
14525,13.07,-59.49,17.14,-61.79,515.2698436,0
14526,34.16,117.11,31.2,121.34,515.2425862,0
14527,-22.91,-43.16,-21.13,-47.77,515.2204232,0
14528,43.91,87.47,42.84,93.67,515.095435,0
14529,51.57,0.7,53.42,-6.27,515.0488095,0
14530,49.41,-82.47,48.37,-89.32,515.0429775,0
14531,-22.18,-51.42,-23.63,-46.66,514.9953826,0
14532,49.63,6.21,51.48,-0.46,514.9859766,0
14533,22.25,-100.93,26.18,-98.24,514.9643178,0
14534,-4.19,-69.94,-0.73,-73.02,514.9002702,0
14535,51.15,-0.19,50.87,7.14,514.617649,0
14536,30.49,-81.69,26.07,-80.15,514.5995454,0
14537,40.79,-111.98,42.91,-106.46,514.4445526,0
14538,23.56,-75.88,26.07,-80.15,514.3392569,0
14539,31.67,6.14,36.28,6.62,514.2320159,0
14540,-2.58,140.52,-1.19,136.11,514.1093415,0
14541,40.49,-3.57,38.78,-9.14,514.0259834,0
14542,-14.44,-146.07,-17.56,-149.61,513.9451209,0
14543,64.93,25.35,60.32,24.96,513.7995922,0
14544,31.14,121.81,33.51,126.49,513.6778364,0
14545,31.8,130.72,34.43,135.24,513.5187838,0
